职位名,链接,公司,工作地点,薪资,经验,学历
数据分析岗,http://ebscn.51job.com/sc/show_job_detail.php?jobid=86503067,光大证券股份有限公司,上海-静安区,1-1.5万/月,,
数据分析专员,http://jobs.51job.com/suzhou/82872705.html?s=01&t=0,上海智讯信息科技有限公司,苏州,4.5-6千/月,,
数据分析员,http://jobs.51job.com/guangzhou-hzq/78385621.html?s=01&t=0,广州市云格服饰有限公司,广州-海珠区,3.5-6千/月,1年经验,本科
高级数据分析工程师,http://jobs.51job.com/shanghai-pdxq/76829478.html?s=01&t=0,乐鑫信息科技（上海）有限公司,上海-浦东新区,2-2.5万/月,,本科
数据分析专员、产品专员,http://jobs.51job.com/yangzhou/76246828.html?s=01&t=0,江苏笛莎公主文化创意产业有限公司,扬州,3.5-5千/月,1年经验,本科
数据分析与挖掘（高级）工程师,http://jobs.51job.com/jinan-lxq/73595615.html?s=01&t=0,山东省互联网传媒集团股份有限公司,济南-历下区,0.8-1万/月,3-4年经验,
数据分析工程师,http://jobs.51job.com/nanchang/69910620.html?s=01&t=0,英华达（南昌）科技有限公司,南昌,0.4-1万/月,2年经验,本科
数据分析师,http://jobs.51job.com/guangzhou-thq/57307562.html?s=01&t=0,广州威尔森信息科技有限公司,广州-天河区,4.5-8千/月,3-4年经验,本科
数据分析师,http://jobs.51job.com/shanghai-hpq/88428171.html?s=01&t=0,上海鸿冠信息科技股份有限公司,上海-黄浦区,1-1.5万/月,2年经验,大专
数据分析师,http://jobs.51job.com/hangzhou/91300269.html?s=01&t=0,杭州无一科技有限公司,杭州,0.5-1.5万/月,,本科
数据分析经理（海外菲律宾）,http://jobs.51job.com/shenzhen/92037102.html?s=01&t=0,深圳市第一企业管理咨询有限公司,异地招聘,2-2.5万/月,,
上市公司招聘数据分析师/学徒/双休,http://jobs.51job.com/hangzhou/90756919.html?s=01&t=0,厦门高净环保技术有限公司,杭州,3-4.5千/月,无工作经验,大专
4500零基础项目数据分析助理,http://jobs.51job.com/shenzhen-baq/91282696.html?s=01&t=0,深圳市宇昊企业管理有限公司,深圳-宝安区,6-8千/月,无工作经验,大专
给你一个平台-任你展翅高飞 外汇 数据分析师，交易员,http://jobs.51job.com/shenzhen-ftq/86268465.html?s=01&t=0,莱恩集团,深圳-福田区,0.8-1万/月,,大专
数据分析录入员（五险一金双休）,http://jobs.51job.com/chongqing-jlpq/84701332.html?s=01&t=0,杭州中跃教育科技有限公司,重庆-九龙坡区,3-4.5千/月,,
数据分析专员,http://jobs.51job.com/guangzhou-thq/91856279.html?s=01&t=0,广州秒乐网络科技有限公司,广州-天河区,4-5千/月,无工作经验,大专
数据分析运营专员,http://jobs.51job.com/guangzhou-thq/91173694.html?s=01&t=0,瑞庭网络技术（上海）有限公司广州分公司-安居客,广州-天河区,6-8千/月,,本科
产品专员（偏市场调研和数据分析）,http://jobs.51job.com/guangzhou/88117862.html?s=01&t=0,广东好太太科技集团股份有限公司,广州,5-7千/月,2年经验,大专
电商数据分析专员,http://jobs.51job.com/shenzhen-nsq/92028330.html?s=01&t=0,华标实业（深圳）有限公司,深圳-南山区,6-8千/月,3-4年经验,大专
电商数据分析,http://jobs.51job.com/ningbo/91507295.html?s=01&t=0,宁波渠成集团有限公司,宁波,4-8千/月,,大专
数据分析师,http://jobs.51job.com/shenzhen-lhq/89592646.html?s=01&t=0,深圳市车网联盟科技有限公司,深圳-罗湖区,0.8-1万/月,3-4年经验,本科
网站数据分析专员,http://jobs.51job.com/nanjing-yhtq/91575661.html?s=01&t=0,南京卡佩希网络科技有限公司,南京-雨花台区,4-8千/月,,
数据分析师（金融技术岗）,http://jobs.51job.com/wuxi-jys/90890177.html?s=01&t=0,江阴元坤教育咨询有限公司,异地招聘,6-8千/月,,大专
MG.诚聘交易员（不拉客户） 数据分析 金融交易员,http://jobs.51job.com/shenzhen-nsq/92052625.html?s=01&t=0,深圳市摩顿大投投资发展有限公司,深圳-南山区,6-8千/月,无工作经验,大专
销售数据分析专员/主管,http://jobs.51job.com/shanghai-hpq/90188064.html?s=01&t=0,巧儿宜（中国）有限公司,上海-黄浦区,0.8-1.5万/月,5-7年经验,本科
数据分析主管,http://jobs.51job.com/changsha-frq/92409409.html?s=01&t=0,长沙链家立业房地产经纪有限公司西街花园分公司,长沙-芙蓉区,3-4.5千/月,2年经验,本科
数据分析员,http://jobs.51job.com/dongguan-stz/68888169.html?s=01&t=0,东莞沙田丽海纺织印染有限公司,东莞-沙田镇,3-4.5千/月,,大专
数据分析专员,http://jobs.51job.com/hefei-lyq/83934239.html?s=01&t=0,安徽网新科技有限公司,合肥-庐阳区,6-8万/年,1年经验,本科
Data QC Specialist 数据分析质控专员,http://jobs.51job.com/shanghai-pdxq/84753578.html?s=01&t=0,上海药明康德新药开发有限公司,上海-浦东新区,6-8千/月,3-4年经验,
数据分析师,http://jobs.51job.com/wuhan/91222101.html?s=01&t=0,湖南华威金安企业管理有限公司武汉分公司,武汉,4.5-6千/月,1年经验,大专
大数据分析师,http://jobs.51job.com/shenzhen/86429767.html?s=01&t=0,深圳市前海硕极科技有限公司,深圳,1.5-2万/月,3-4年经验,
数据分析师/数据分析专员,http://jobs.51job.com/ningbo-yzq/80996926.html?s=01&t=0,宁波江东硕学教育培训学校,宁波-鄞州区,0.7-1.2万/月,无工作经验,本科
数据分析专员,http://jobs.51job.com/guangzhou/86101953.html?s=01&t=0,广州市网威信息技术有限公司,广州,4.5-7千/月,1年经验,本科
业务数据分析员,http://jobs.51job.com/shanghai-pdxq/80606064.html?s=01&t=0,上海锐赢信息技术有限公司,上海-浦东新区,4.5-6千/月,2年经验,大专
市场数据分析（3500-4500）双休,http://jobs.51job.com/chongqing/89973079.html?s=01&t=0,重庆康人网络科技有限公司,重庆,3-4.5千/月,,高中
数据分析师,http://jobs.51job.com/guangzhou-yxq/88171129.html?s=01&t=0,广州弘度信息科技有限公司,广州-越秀区,0.8-2万/月,,本科
数据分析师,http://jobs.51job.com/suzhou/84356160.html?s=01&t=0,亚杰科技（江苏）有限公司,苏州,6-8千/月,,
数据分析师,http://jobs.51job.com/shanghai-zbq/92044388.html?s=01&t=0,上海欢尚电子商务有限公司,上海-闸北区,0.7-1.2万/月,3-4年经验,
ERP实施顾问/金蝶工程师/k3数据分析师/k3技术顾问,http://jobs.51job.com/shenzhen-ftq/92372827.html?s=01&t=0,深圳市凌雄租赁服务有限公司,深圳-福田区,0.8-1万/月,2年经验,本科
数据分析师（互联网金融）,http://jobs.51job.com/guangzhou-thq/91531436.html?s=01&t=0,广州和晟实业投资有限公司,广州-天河区,0.5-1.2万/月,,中专
数据分析师,http://jobs.51job.com/guangzhou-yxq/92282741.html?s=01&t=0,北京瑞达恒建筑咨询有限公司广州分公司（RCC Group）,广州-越秀区,6-8千/月,2年经验,本科
数据分析师（智能仪表及运营服务部）,http://jobs.51job.com/shanghai/90518474.html?s=01&t=0,上海飞奥燃气设备有限公司,上海,6-8千/月,1年经验,本科
数据分析及市场洞察专业经理,http://crv.51job.com/sc/show_job_detail.php?jobid=90537596,华润万家有限公司-华东业务单元,杭州,0.6-1万/月,,
商品数据分析专员,http://jobs.51job.com/beijing-dxq/78983676.html?s=01&t=0,北京世纪唯尚服装有限责任公司,北京-大兴区,0.8-1万/月,,
高级数据分析员,http://jobs.51job.com/shenzhen-ftq/86816670.html?s=01&t=0,中证信用增进股份有限公司,深圳-福田区,30-60万/年,,硕士
数据分析工程师,http://jobs.51job.com/shenzhen/53582837.html?s=01&t=0,深圳市冠泰瑞恒科技有限公司,深圳,5-7千/月,,大专
招聘连锁店商品管理、数据分析员,http://jobs.51job.com/hefei-yhq/88204353.html?s=01&t=0,合肥新站区礼享百货商店,合肥-瑶海区,3.5-5.5千/月,1年经验,中技
资深数据分析师（工作地点广州荔湾）,http://jobs.51job.com/guangzhou-lwq/91071509.html?s=01&t=0,唯品会（中国）有限公司,异地招聘,1-2万/月,,
数据分析师,http://jobs.51job.com/guangzhou-thq/82803221.html?s=01&t=0,广州苏森网络科技有限公司,广州-天河区,3-4.5千/月,,大专
数据分析师,http://jobs.51job.com/urumqi/86924455.html?s=01&t=0,利玛国际控股集团有限公司,乌鲁木齐,4.5-6千/月,3-4年经验,
诚邀VR/AR大数据分析师助理（实习生/应届生）,http://jobs.51job.com/zhengzhou/90664901.html?s=01&t=0,河南索爱电子科技有限公司,郑州,6-8千/月,无工作经验,大专
数据分析师,http://jobs.51job.com/guangzhou/82462056.html?s=01&t=0,广州市希蔓服装有限公司,广州,4.5-6千/月,2年经验,
数据分析经理,http://jobs.51job.com/beijing/91635417.html?s=01&t=0,眉州东坡（北京）实业有限公司,北京,0.8-1万/月,,本科
数据分析,http://jobs.51job.com/shanghai-hpq/91654821.html?s=01&t=0,中银消费金融有限公司,上海-黄浦区,6-8千/月,,本科
数据分析员,http://jobs.51job.com/guangzhou-pyq/87223771.html?s=01&t=0,广州市凡轩鸣一服装有限公司,广州-番禺区,3-4.5千/月,2年经验,大专
数据分析师,http://jobs.51job.com/shenzhen-lhq/87143713.html?s=01&t=0,深圳市三板斧商业管理有限公司,深圳-罗湖区,4.5-6千/月,5-7年经验,大专
会员数据分析部长(005770),http://jobs.51job.com/xuzhou/89458645.html?s=01&t=0,徐州苏宁云商销售有限公司,徐州,3-4千/月,2年经验,大专
数据分析师（实习生）,http://jobs.51job.com/guangzhou-yxq/87034097.html?s=01&t=0,广州图灵科技有限公司,广州-越秀区,3-4.5千/月,无工作经验,本科
数据分析师——管理咨询,http://jobs.51job.com/chengdu/86626392.html?s=01&t=0,电子科大科园教育中心,成都,3-4.5千/月,,本科
货控助理（数据分析）,http://jobs.51job.com/nanjing/87118624.html?s=01&t=0,江苏华瑞国际实业集团有限公司,南京,3-5千/月,无工作经验,本科
数据分析专员,http://jobs.51job.com/hefei-zwq/88455004.html?s=01&t=0,合肥森众网络科技有限公司,合肥-政务区,4-6千/月,1年经验,本科
数据分析专员,http://jobs.51job.com/shanghai-ptq/87360190.html?s=01&t=0,上海爱尚鲜花股份有限公司,上海-普陀区,6-8千/月,,大专
BI/数据分析专家,http://jobs.51job.com/shanghai-pdxq/83762615.html?s=01&t=0,上海灿谷投资管理咨询服务有限公司,上海-浦东新区,15-30万/年,3-4年经验,本科
数据分析工程师,http://jobs.51job.com/xian-gxjs/86782346.html?s=01&t=0,上海百视通电视传媒有限公司陕西省分公司,西安-高新技术...,0.8-1万/月,,
运营数据分析-韩语,http://jobs.51job.com/shanghai-mhq/77961306.html?s=01&t=0,CJ CGV国际影城中国总部,上海-闵行区,1-1.5万/月,5-7年经验,本科
商品专员/数据分析,http://jobs.51job.com/shanghai-xhq/90313527.html?s=01&t=0,上海乐星达酒业有限公司,上海-徐汇区,7-9千/月,2年经验,本科
数据分析师（电商）,http://jobs.51job.com/guangzhou-thq/91574842.html?s=01&t=0,广东金仕网络科技有限公司,广州-天河区,4-6千/月,,
数据分析专员（绩效考核方向）,http://jobs.51job.com/beijing/91790153.html?s=01&t=0,大地文化传播集团,北京,6-8千/月,,本科
数据分析师,http://jobs.51job.com/guangzhou/87780941.html?s=01&t=0,广州市佩升前研市场信息咨询股份有限公司,广州,4.5-6千/月,,本科
数据分析管理（售后市场）,http://jobs.51job.com/beijing-cyq/90198222.html?s=01&t=0,奥林巴斯（北京）销售服务有限公司,北京-朝阳区,6-8千/月,1年经验,本科
数据分析员,http://jobs.51job.com/shanghai/86445087.html?s=01&t=0,上海交通大学上海高级金融学院,上海,,1年经验,本科
高级数据分析师,http://jobs.51job.com/chengdu-gxq/88541700.html?s=01&t=0,北京知道创宇信息技术有限公司,成都-高新区,1.2-2万/月,,
数据分析师,http://jobs.51job.com/beijing-cyq/85559463.html?s=01&t=0,泰康之家（北京）投资有限公司,北京-朝阳区,1-1.5万/月,,本科
大数据分析培训讲师,http://jobs.51job.com/dongguan/88677625.html?s=01&t=0,东莞市天助网络信息技术有限公司,东莞,0.2-1万/月,,
电商数据分析员（上海）,http://jobs.51job.com/shanghai/87658043.html?s=01&t=0,傲胜（中国）商业有限公司,上海,7-8千/月,2年经验,本科
电商商品数据分析员/商品助理,http://jobs.51job.com/guangzhou-lwq/91559012.html?s=01&t=0,广州市泽远贸易有限公司,广州-荔湾区,3-4.5千/月,,大专
数据分析师,http://jobs.51job.com/hangzhou/77176663.html?s=01&t=0,中信银行股份有限公司杭州分行,杭州,0.8-1万/月,3-4年经验,本科
资深数据分析,http://jobs.51job.com/shanghai-mhq/87906661.html?s=01&t=0,上海葡萄纬度科技有限公司,上海-闵行区,1-1.5万/月,,
数据分析专员（应届毕业生、实习生）,http://jobs.51job.com/guangzhou/90524066.html?s=01&t=0,广州市岜蜚特贸易有限公司,广州,3-4.5千/月,无工作经验,
大数据分析师,http://jobs.51job.com/guangzhou-thq/75371013.html?s=01&t=0,蓝盾信息安全技术股份有限公司,广州-天河区,0.9-1.4万/月,5-7年经验,本科
数据分析类2018应届生,http://jobs.51job.com/shanghai-pdxq/90837809.html?s=01&t=0,上海通华投资控股有限公司,上海-浦东新区,0.8-1万/月,无工作经验,本科
数据分析专员,http://jobs.51job.com/shanghai-cnq/90606666.html?s=01&t=0,上海灿星文化传媒股份有限公司,上海-长宁区,6-8千/月,,本科
数据分析岗,http://jobs.51job.com/shanghai-pdxq/90222626.html?s=01&t=0,上海通华资产管理有限公司,上海-浦东新区,15-25万/年,3-4年经验,本科
数据分析师,http://jobs.51job.com/shanghai-pdxq/88926966.html?s=01&t=0,上海通华商业保理有限公司,上海-浦东新区,0.8-1万/月,2年经验,
数据分析员（品控）,http://jobs.51job.com/suzhou/91973073.html?s=01&t=0,苏州博济堂科技创业孵化管理有限公司,苏州,3.5-5千/月,,本科
（接受转行）大数据分析实习生/大数据分析助理/学徒,http://jobs.51job.com/nanjing-glq/88529319.html?s=01&t=0,麦子学院,南京-鼓楼区,4.5-6千/月,无工作经验,大专
临床数据分析员,http://jobs.51job.com/suzhou-gyyq/79008652.html?s=01&t=0,苏州医号线医药科技有限公司,苏州-工业园区,0.8-1万/月,,大专
商品数据分析员（北京金象大药房）,http://sinopharmholding.51job.com/sc/show_job_detail.php?jobid=86518166,国药控股国大药房有限公司,北京,4-6千/月,,
数据分析专员,http://jobs.51job.com/qingdao-sbq/88692288.html?s=01&t=0,山东嘉瑞工业发展有限公司,青岛-市北区,6-8千/月,2年经验,本科
数据分析专员-深圳-00747,http://jobs.51job.com/shenzhen/91860893.html?s=01&t=0,深圳市泉眼网络科技有限公司,深圳,0.7-1万/月,3-4年经验,本科
数据分析专员-合肥-00418,http://jobs.51job.com/hefei/91571572.html?s=01&t=0,合肥泉眼体育运营管理有限公司,合肥,5-6千/月,2年经验,大专
SAS数据分析顾问 (銀行項目),http://jobs.51job.com/shenzhen-ftq/77459546.html?s=01&t=0,深圳华策辉弘科技有限公司,深圳-福田区,1.5-2万/月,3-4年经验,本科
数据分析工程师,http://jobs.51job.com/shanghai/90771319.html?s=01&t=0,华院数据技术（上海）有限公司,上海,1-1.5万/月,2年经验,本科
数据分析员,http://jobs.51job.com/guangzhou-hpq/83143584.html?s=01&t=0,深圳市来乐智能股份有限公司,异地招聘,3.5-6千/月,,大专
BI数据分析师,http://jobs.51job.com/beijing-cyq/83456979.html?s=01&t=0,远盟康健科技有限公司,北京-朝阳区,1-1.5万/月,3-4年经验,本科
BI数据分析工程师,http://jobs.51job.com/shanghai-hpq/86241528.html?s=01&t=0,上海皇家网络科技有限公司,上海-黄浦区,1-1.5万/月,2年经验,本科
业务数据分析/运营专员,http://jobs.51job.com/shanghai/82866433.html?s=01&t=0,爱上租（上海）科技有限公司,上海,5-6.9千/月,,
数据分析员,http://jobs.51job.com/shanghai-jaq/69198406.html?s=01&t=0,上海崇雅商贸有限公司,上海-静安区,4.5-6千/月,,
数据分析工程师,http://jobs.51job.com/shanghai/80960742.html?s=01&t=0,上海润和信息技术服务有限公司,上海,1-1.5万/月,3-4年经验,大专
数据分析报表岗,http://jobs.51job.com/shanghai-xhq/84276190.html?s=01&t=0,平安普惠房产服务有限公司,上海-徐汇区,0.8-1.6万/月,,本科
经营数据分析岗,http://jobs.51job.com/shenzhen-ftq/86484273.html?s=01&t=0,深圳前海金融资产交易所有限公司,异地招聘,1-1.5万/月,2年经验,本科
数据分析师,http://jobs.51job.com/shanghai-pdxq/90279274.html?s=01&t=0,平安养老保险股份有限公司,上海-浦东新区,10-20万/年,,博士
口岸数据分析师,http://jobs.51job.com/beijing-syq/91320536.html?s=01&t=0,中外运-敦豪(DHL-Sinotrans),北京-顺义区,1-1.5万/月,,本科
数据分析挖掘工程师,http://jobs.51job.com/beijing-hdq/87395773.html?s=01&t=0,亚信软件CTC,北京-海淀区,0.8-1.5万/月,2年经验,本科
运营数据分析师,http://jobs.51job.com/beijing-hdq/92324320.html?s=01&t=0,亚信软件CMC,北京-海淀区,1-1.5万/月,3-4年经验,本科
Digital Analytics 电子商务数据分析经理,http://jobs.51job.com/shanghai/77317562.html?s=01&t=0,"飞利浦（中国）投资有限公司 Philips (China) Investment Co.,Ltd.",上海,,,
CRM数据分析运营专员(第三方)-上海,http://jobs.51job.com/shanghai/77842990.html?s=01&t=0,欧莱雅（中国）有限公司,上海,,,
数据分析师,http://jobs.51job.com/beijing-cyq/81344286.html?s=01&t=0,elong.com/艺龙旅行网,北京-朝阳区,0.8-1.5万/月,,
统计技术与数据分析高级培训讲师,http://jobs.51job.com/shenzhen/89957944.html?s=01&t=0,SGS通标标准技术服务有限公司深圳分公司,深圳,,3-4年经验,本科
金融大数据分析师（全职/兼职）,http://jobs.51job.com/dalian-zsq/73604504.html?s=01&t=0,金方（大连）经济咨询有限公司,大连-中山区,10-15万/年,,
数据分析专员,http://jobs.51job.com/hangzhou/55643934.html?s=01&t=0,浙江华鼎集团有限责任公司,杭州,4.5-6千/月,,大专
R语言数据分析师,http://jobs.51job.com/beijing-cyq/90802931.html?s=01&t=0,北京经世万方信息技术有限公司,北京-朝阳区,10-15万/年,3-4年经验,本科
商品专员/数据分析（华东二区）,http://jobs.51job.com/shanghai/88812258.html?s=01&t=0,上海笕尚实业股份有限公司,上海,5-7千/月,2年经验,大专
数据分析师,http://jobs.51job.com/shijiazhuang/92463681.html?s=01&t=0,河北盈德气体有限公司,石家庄,3-4.5千/月,2年经验,
数据分析,http://jobs.51job.com/chengdu/92460907.html?s=01&t=0,成都啦啦兑网络科技有限公司,成都,6-8千/月,,
销售数据分析,http://jobs.51job.com/beijing/92459938.html?s=01&t=0,拉卡拉支付集团（华东区域）,北京,0.8-1万/月,,
培优总部-数据分析实习生,http://jobs.51job.com/beijing-hdq/92458663.html?s=01&t=0,好未来教育（原学而思教育),北京-海淀区,150元/天,无工作经验,本科
集团数据中心-数据分析师,http://jobs.51job.com/chengdu-whq/92455014.html?s=01&t=0,成都顶呱呱投资集团有限公司,成都-武侯区,6-8千/月,3-4年经验,大专
数据分析主管 数据分析专员,http://jobs.51job.com/tianjin/92453386.html?s=01&t=0,天津华明乳业有限公司,天津,4.5-6千/月,1年经验,大专
风控数据分析,http://jobs.51job.com/shanghai-xhq/92450025.html?s=01&t=0,上海巨如资产管理集团有限公司,上海-徐汇区,6-8千/月,3-4年经验,本科
数据分析师,http://jobs.51job.com/shanghai/92449278.html?s=01&t=0,春秋航空股份有限公司,上海,1-2万/月,,
数据分析工程师,http://jobs.51job.com/beijing-hdq/92448961.html?s=01&t=0,中国司法大数据研究院有限公司,北京-海淀区,6-8千/月,无工作经验,硕士
数据分析师,http://jobs.51job.com/shenzhen-nsq/92447731.html?s=01&t=0,致联新能源产业（深圳）有限公司,深圳-南山区,6-8千/月,1年经验,本科
销售数据分析,http://jobs.51job.com/qingdao-lsq/92447508.html?s=01&t=0,青岛赢信慧通教育科技有限公司,青岛-崂山区,3-4.5千/月,1年经验,大专
数据分析师（主管/高级）,http://jobs.51job.com/shanghai-pdxq/92444079.html?s=01&t=0,上海证大大拇指财富管理有限公司,上海-浦东新区,1-1.5万/月,3-4年经验,大专
薪酬数据分析员,http://jobs.51job.com/shanghai/92443348.html?s=01&t=0,怡安翰威特咨询（上海）有限公司,上海,6-8千/月,,本科
数据分析师-北京-08138,http://jobs.51job.com/beijing-cyq/92440781.html?s=01&t=0,优信集团,北京-朝阳区,1-1.5万/月,2年经验,本科
数据分析师,http://jobs.51job.com/tianjin-dlq/92440277.html?s=01&t=0,小斑马科技（天津）有限公司,天津-东丽区,4-5千/月,,本科
数据分析前端工程师,http://jobs.51job.com/beijing-hdq/92439859.html?s=01&t=0,北京寄云鼎城科技有限公司,异地招聘,1-2万/月,,
数据分析主管,http://jobs.51job.com/nanchang/92434416.html?s=01&t=0,北京摩拜科技有限公司,南昌,6-8千/月,3-4年经验,本科
数据分析师,http://jobs.51job.com/shenzhen-nsq/92426913.html?s=01&t=0,深圳市你我金融信息服务股份有限公司,深圳-南山区,1.5-2万/月,,
数据分析师,http://jobs.51job.com/shenzhen-ftq/92425673.html?s=01&t=0,深圳市玖富超能金融服务有限公司,深圳-福田区,0.6-1万/月,2年经验,大专
产品事业部-4A数据分析师(安全方向),http://jobs.51job.com/chengdu/92419372.html?s=01&t=0,中移全通系统集成有限公司,成都,,,
金融数据分析专员,http://jobs.51job.com/shanghai-xhq/92185229.html?s=01&t=0,上海融秀信息技术有限公司,上海-徐汇区,6-8千/月,2年经验,大专
数据分析师,http://jobs.51job.com/beijing/92111686.html?s=01&t=0,央广新媒体文化传媒（北京）有限公司,北京,6-8千/月,2年经验,
数据分析师,http://jobs.51job.com/liaocheng/92052816.html?s=01&t=0,乖宝宠物食品集团有限责任公司,聊城,3-4.5千/月,1年经验,
诚聘电商美工+视频剪辑+数据分析/做五休二,http://jobs.51job.com/shanghai-ptq/91836257.html?s=01&t=0,上海海淮贸易有限公司,上海-普陀区,5-8千/月,1年经验,大专
数据分析主管,http://jobs.51job.com/zhongshan/91657386.html?s=01&t=0,中山市蝶安芬内衣有限公司,异地招聘,4.5-6千/月,3-4年经验,大专
产品数据分析(会CAD),http://jobs.51job.com/shanghai/91519069.html?s=01&t=0,海沃氏家具（上海）有限公司,上海,,,
商品数据分析员,http://jobs.51job.com/lianyungang/90932179.html?s=01&t=0,广州载歌服饰有限公司,连云港,3-5千/月,2年经验,本科
运营分析/数据分析,http://jobs.51job.com/shanghai-ypq/90813306.html?s=01&t=0,上海华晨汽车租赁有限公司,上海-杨浦区,4.5-6千/月,2年经验,大专
数据分析专员,http://jobs.51job.com/guangzhou-pyq/89272753.html?s=01&t=0,欢聚时代（多玩YY）子公司百果园,广州-番禺区,0.5-1万/月,,
数据分析师,http://jobs.51job.com/changzhou/89212747.html?s=01&t=0,常州工程职业技术学院,常州,6-8千/月,,
数据分析专员（逾期）,http://jobs.51job.com/shanghai-hpq/89194381.html?s=01&t=0,华夏信财信息咨询（上海）有限公司,上海-黄浦区,1-1.5万/月,2年经验,本科
Java工程师-数据分析,http://jobs.51job.com/beijing/88757851.html?s=01&t=0,北京凯英信业科技股份有限公司,北京,1-1.5万/月,2年经验,本科
运营数据分析经理,http://jobs.51job.com/xiamen/88730227.html?s=01&t=0,莆田市青春之家体育用品有限公司,厦门,1-1.5万/月,3-4年经验,大专
数据分析师,http://jobs.51job.com/shanghai-ypq/88603929.html?s=01&t=0,上海融之家金融信息服务有限公司,上海-杨浦区,5-6千/月,2年经验,大专
数据分析助理,http://jobs.51job.com/wuhan-qkq/88589388.html?s=01&t=0,武汉今天梦想商贸有限公司,武汉-硚口区,3-4.5千/月,,
软件研发和数据分析工程师,http://jobs.51job.com/ningbo/88111003.html?s=01&t=0,浙商银行股份有限公司宁波分行,宁波,0.8-1万/月,3-4年经验,本科
数据分析师,http://jobs.51job.com/changsha/88665752.html?s=01&t=0,长沙新航道学校,长沙,4-5千/月,,大专
数据分析实习生,http://jobs.51job.com/chengdu/88872002.html?s=01&t=0,中卓信息技术有限公司,成都,3-4.5千/月,,
数据分析助理,http://jobs.51job.com/guangzhou-byq/91764436.html?s=01&t=0,杭州耀源科技有限公司广州分公司,广州-白云区,3-4.5千/月,,本科
BI分析师助理/数据分析师助理,http://jobs.51job.com/hangzhou/90072134.html?s=01&t=0,杭州西线教育科技有限公司,杭州,4.5-6千/月,,大专
数据分析专员（主管）,http://jobs.51job.com/shanghai-mhq/81915944.html?s=01&t=0,上海永颐生物科技有限公司,上海-闵行区,0.6-1万/月,,大专
金融外汇专员数据分析助理（可实习）,http://jobs.51job.com/shenzhen-ftq/91985306.html?s=01&t=0,深圳沃尔夫投资有限公司,深圳-福田区,0.8-1万/月,,大专
金融数据分析 交易员 不加班 五险一金 双休,http://jobs.51job.com/guangzhou-thq/91211501.html?s=01&t=0,广州中睿合创投资管理有限公司,广州-天河区,0.8-1万/月,,大专
销售数据分析（行政班+五险双休+带薪年假）,http://jobs.51job.com/wuhan-wcq/92261577.html?s=01&t=0,武汉亿钜鑫网络科技有限公司,武汉-武昌区,4-6千/月,,大专
数据分析师,http://jobs.51job.com/beijing/88583869.html?s=01&t=0,奇虎360科技有限公司,北京,,5-7年经验,本科
(SISW)Data Analyst (Contractor)/劳务派遣销售数据分析专员,http://jobs.51job.com/beijing/89231374.html?s=01&t=0,西门子工业软件(上海)有限公司(SISW),北京,,2年经验,本科
数据分析师,http://jobs.51job.com/taizhoue/92394783.html?s=01&t=0,上海恩方信息科技有限公司,异地招聘,5-8千/月,1年经验,
数据分析助理,http://jobs.51job.com/shanghai-ptq/91499974.html?s=01&t=0,上海柏为电子科技有限公司,上海-普陀区,4.5-6千/月,1年经验,本科
数据分析,http://jobs.51job.com/hangzhou-gsq/89993222.html?s=01&t=0,杭州唛客网络科技有限公司,杭州-拱墅区,0.5-1万/月,,
数据分析师,http://jobs.51job.com/harbin/89433193.html?s=01&t=0,哈尔滨市阳光惠远知识产权代理有限公司,哈尔滨,3-6千/月,,本科
数据分析师,http://jobs.51job.com/hefei-ssq/91417040.html?s=01&t=0,安徽索兑软件服务有限公司,合肥-蜀山区,4.5-6千/月,,
数据分析培训生(上海浦东）,http://jobs.51job.com/shanghai-pdxq/89251325.html?s=01&t=0,深圳市众创企业管理咨询有限公司,上海-浦东新区,6-8千/月,,本科
数据分析主管,http://jobs.51job.com/shanghai-pdxq/88585384.html?s=01&t=0,上海旗计智能科技有限公司,上海-浦东新区,1-1.5万/月,3-4年经验,本科
数据分析师,http://jobs.51job.com/guangzhou-thq/86326321.html?s=01&t=0,广州悦悦驾驶培训有限公司,广州-天河区,4.5-6千/月,,
品牌女装 商品管理主管/经理 数据分析和货品流通控制,http://jobs.51job.com/chengdu-jjq/76041015.html?s=01&t=0,锦江区金山兄弟服饰商行,成都-锦江区,4.5-6千/月,,中专
商品数据分析,http://jobs.51job.com/hangzhou-xcq/90051526.html?s=01&t=0,杭州朝花夕拾服饰有限公司,杭州-下城区,4-6千/月,2年经验,高中
数据分析师,http://jobs.51job.com/hangzhou/78106993.html?s=01&t=0,浙江亚厦装饰股份有限公司,杭州,1-1.5万/月,,本科
数据分析员,http://jobs.51job.com/wuhan-qsq/91036840.html?s=01&t=0,武汉全民易装网科技股份有限公司,武汉-青山区,4.5-6千/月,1年经验,大专
SEM搜索引擎推广（数据分析，广告投放）,http://jobs.51job.com/guangzhou-byq/92388348.html?s=01&t=0,广州优樱斯贸易有限公司,广州-白云区,5-8千/月,,本科
足球大数据分析师,http://jobs.51job.com/chengdu-jjq/92086827.html?s=01&t=0,成都鸿朔信息技术有限公司,成都-锦江区,4-5千/月,2年经验,大专
数据分析师,http://jobs.51job.com/beijing-ftq/91681782.html?s=01&t=0,太平洋联盟（中国）,北京-丰台区,0.7-1万/月,2年经验,本科
